date,year,month,equipment_category,equipment_id,fuel_liter,status_text,source_sheet,source_file,source_row,data_status,issue_code
2026-08-22,2026,8,HEAD_TRUCK,208,21.81,online,N/A,ujb_dashboard_scrape,214,VALID,
2026-08-22,2026,8,HEAD_TRUCK,205,48.57,online,N/A,ujb_dashboard_scrape,215,VALID,
2026-08-22,2026,8,HEAD_TRUCK,213,37.52,online,N/A,ujb_dashboard_scrape,216,VALID,
2026-08-22,2026,8,HEAD_TRUCK,193,26.38,online,N/A,ujb_dashboard_scrape,217,VALID,
2026-08-22,2026,8,HEAD_TRUCK,148,28.99,online,N/A,ujb_dashboard_scrape,218,VALID,
2026-08-22,2026,8,HEAD_TRUCK,194,40.22,online,N/A,ujb_dashboard_scrape,219,VALID,
2026-08-22,2026,8,HEAD_TRUCK,140,39.16,online,N/A,ujb_dashboard_scrape,220,VALID,
2026-08-22,2026,8,HEAD_TRUCK,181,25.14,online,N/A,ujb_dashboard_scrape,221,VALID,
2026-08-22,2026,8,HEAD_TRUCK,211,43.69,online,N/A,ujb_dashboard_scrape,222,VALID,
2026-08-22,2026,8,HEAD_TRUCK,186,22.14,online,N/A,ujb_dashboard_scrape,223,VALID,
2026-08-22,2026,8,HEAD_TRUCK,158,20.47,online,N/A,ujb_dashboard_scrape,224,VALID,
2026-08-22,2026,8,HEAD_TRUCK,189,8.56,online,N/A,ujb_dashboard_scrape,225,VALID,
2026-08-22,2026,8,HEAD_TRUCK,209,45.53,online,N/A,ujb_dashboard_scrape,226,VALID,
2026-08-22,2026,8,HEAD_TRUCK,177,10.97,online,N/A,ujb_dashboard_scrape,227,VALID,
2026-08-22,2026,8,HEAD_TRUCK,147,22.9,online,N/A,ujb_dashboard_scrape,228,VALID,
2026-08-22,2026,8,HEAD_TRUCK,207,46.26,online,N/A,ujb_dashboard_scrape,229,VALID,
2026-08-22,2026,8,HEAD_TRUCK,192,13.56,online,N/A,ujb_dashboard_scrape,230,VALID,
