date,equipment_id,equipment_category,fuel_liter,expected_fuel,deviation_liter,deviation_percentage,robust_z_score,isolation_score,anomaly_type,severity,anomaly_reason
2025-05-02,B 7697 TK,BUS,50.19,50.01,0.17999999999999972,0.35992801439712,0.024619266664167486,0.23122965396081818,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-03,B 7697 TK,BUS,48.97,50.01,-1.0399999999999991,-2.0795840831833616,-0.14231886213632458,0.17557241668219492,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-04,B 7697 TK,BUS,44.99,50.0,-5.009999999999998,-10.019999999999996,-0.6878865716513967,0.07451145858143671,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-05,B 7697 TK,BUS,50.06,49.8,0.2600000000000051,0.5220883534136649,0.03622650490931042,0.1998247928923852,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-06,B 7697 TK,BUS,50.23,49.8,0.4299999999999997,0.8634538152610437,0.059904226729521254,0.22130316796271926,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-07,B 7697 TK,BUS,53.05,50.06,2.989999999999995,5.9728326008789345,0.40983192450804057,0.05189315770333902,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-08,B 7697 TK,BUS,50.45,50.06,0.39000000000000057,0.7790651218537766,0.05302073247243817,0.21888013317192756,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-09,B 7697 TK,BUS,50.19,50.19,0.0,0.0,0.0,0.23122965396081818,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-10,B 7697 TK,BUS,49.37,50.19,-0.8200000000000003,-1.6337915919505883,-0.11127122969838218,0.1840536605103975,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-11,B 7697 TK,BUS,50.11,50.19,-0.0799999999999983,-0.1593943016537125,-0.010843264055514662,0.19842798198682532,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-12,B 7697 TK,BUS,47.99,50.19,-2.1999999999999957,-4.383343295477178,-0.29387037155603574,0.11291305791988648,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-13,B 7697 TK,BUS,48.94,50.19,-1.25,-2.490535963339311,-0.16795541461668556,0.1731140854055474,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-14,B 7697 TK,BUS,50.16,50.11,0.04999999999999716,0.09978048293753175,0.0067429709388350505,0.23281338866622547,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-15,B 7697 TK,BUS,50.4,50.11,0.28999999999999915,0.5787268010377153,0.03943475685890503,0.2225309365741,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-16,B 7697 TK,BUS,50.04,50.11,-0.07000000000000028,-0.13969267611255295,-0.009520105357647236,0.23159009980009632,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-17,B 7697 TK,BUS,49.59,50.04,-0.44999999999999574,-0.8992805755395598,-0.061227132160964745,0.19352715767314155,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-18,B 7697 TK,BUS,50.01,50.04,-0.030000000000001137,-0.05995203836930683,-0.004079222634599041,0.19759400309345776,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-19,B 7697 TK,BUS,50.23,50.01,0.21999999999999886,0.43991201759647847,0.02992291692743239,0.19387554311849547,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-20,B 7697 TK,BUS,49.91,50.04,-0.13000000000000256,-0.25979216626699153,-0.01756835654688286,0.20702416543867413,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-21,B 7697 TK,BUS,50.08,50.04,0.03999999999999915,0.07993605115907104,0.00539068133969569,0.23234063929794735,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-22,B 7697 TK,BUS,50.16,50.04,0.11999999999999744,0.23980815347721313,0.016175737742382706,0.23668054824693208,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-23,B 7697 TK,BUS,50.2,50.04,0.1600000000000037,0.3197442046362984,0.02158243872406231,0.23175107881918133,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-24,B 7697 TK,BUS,50.05,50.08,-0.030000000000001137,-0.059904153354634865,-0.004044858288342639,0.2231068076557841,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
